title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
6至24双装男女通用短袜套装 - 最低价格,混合装，24双,18.64,https://cf.shopee.com.br/file/br-11134207-7r98o-m6rcp8wnehk75f,http://shopee.com.br/product/1058688207/23393736488,Men Clothes,Socks,IVCN2026031722791,2.19604E+11,https://detail.1688.com/offer/680622854317.html?spm=a26352.b28411319/2508.0.0,,4-21发布,23393736488,18.64,,1,
男士经典正装袜套装（6双装），Selene 聚酰胺,黑色，37至44,4.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mb8hzdl64jcpa0,http://shopee.com.br/product/408146119/23394165572,Men Clothes,Socks,IVCN2026041626808,1.09869E+11,https://detail.1688.com/offer/744122417247.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23394165572,4.5,,1,
高帮跑步袜，聚酰胺材质，跑步、步行、训练适用，色彩鲜艳，荧光色,白色+黑色,3,https://cf.shopee.com.br/file/br-11134207-7r98o-lurxut6dx9xwb9,http://shopee.com.br/product/288509618/23396123193,Men Clothes,Socks,IVCN2026031819271,1.89595E+11,https://detail.1688.com/offer/732341923745.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,23396123193,3,,1,
12双装长款足球袜，多部位设计，运动防滑，适合橄榄球运动,黑色，12双,43.2,https://cf.shopee.com.br/file/sg-11134201-7rceh-m6hg2yx693826e,http://shopee.com.br/product/1161888171/23397365374,Men Clothes,Socks,IVCN2026041626810,1.69709E+11,https://detail.1688.com/offer/905830237582.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23397365374,43.2,,1,
12双加厚羊毛袜，适合温暖寒冷天气，成人男女款，秋冬季保暖袜,男款，12对,18,https://cf.shopee.com.br/file/sg-11134201-7rd3w-lu864lciasxlee,http://shopee.com.br/product/1215185317/23397459407,Women Clothes,Socks & Stockings,IVCN2026031722793,1.29828E+11,https://detail.1688.com/offer/654910854698.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,23397459407,18,,1,Socks
中等压力（18-23mmHg）抗血栓医用弹力袜,P,5.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m7nul1nxjz2acd,http://shopee.com.br/product/418530232/23398343265,Women Clothes,Socks & Stockings,IVCN2026031722793,2.28782E+11,https://detail.1688.com/offer/810597423360.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,23398343265,5.8,,3,Socks
中等压力（18-23mmHg）抗血栓医用弹力袜,M,5.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m7nul1nxjz2acd,http://shopee.com.br/product/418530232/23398343265,Women Clothes,Socks & Stockings,IVCN2026031722793,2.28782E+11,https://detail.1688.com/offer/810597423360.html?kj_agent_plugin=aliprice&fromkv=xytTrace:1,,4-21发布,23398343265,5.8,,3,Socks
中等压力（18-23mmHg）抗血栓医用弹力袜,G,5.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m7nul1nxjz2acd,http://shopee.com.br/product/418530232/23398343265,Women Clothes,Socks & Stockings,IVCN202604221806,2.28782E+11,https://detail.1688.com/offer/810597423360.html?kj_agent_plugin=aliprice&fromkv=xytTrace:1,,4-21发布,23398343265,5.8,,3,Socks
中等压力 7/8 弹力袜，抗血栓，适用于术后减重、整形手术及术后护理，男女通用，白色，无趾套,平均的,35,https://cf.shopee.com.br/file/br-11134207-81zu5-mknyz92m3mrle9,http://shopee.com.br/product/661535304/23399345902,Women Clothes,Socks & Stockings,IVCN202604221806,1.19728E+11,https://detail.1688.com/offer/708063034214.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=57e33724b9354bac815c3f4d1c0e4497&sessionid=0523d5bfa18b4532a36159816a0c0c53,高价品,4-22发布,23399345902,35,高价品,2,Pantyhose
中等压力 7/8 弹力袜，抗血栓，适用于术后减重、整形手术及术后护理，男女通用，白色，无趾套,G,35,https://cf.shopee.com.br/file/br-11134207-81zu5-mknyz92m3mrle9,http://shopee.com.br/product/661535304/23399345902,Women Clothes,Socks & Stockings,IVCN2026030215890,1.19728E+11,https://detail.1688.com/offer/708063034214.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=57e33724b9354bac815c3f4d1c0e4497&sessionid=0523d5bfa18b4532a36159816a0c0c53,高价品,4-22发布,23399345902,35,高价品,2,Pantyhose
Exped 男士运动加厚棉质炭灰色短袜 54368b,黑色,9.3,https://cf.shopee.ph/file/ph-11134207-7ra0k-mbw09r993rdtec,http://shopee.ph/product/66373948/23450005220,Men Clothes,Socks,IVCN2026031722796,2.06924E+11,https://detail.1688.com/offer/975343071696.html?spm=a26352.b28411319/2508.0.0,,4-21发布,23450005220,9.3,,1,
分趾徒步袜、分趾越野跑袜、分趾运动袜。柔软灵活，穿着舒适。,黑色,7.6,https://cf.shopee.co.th/file/th-11134207-7ra0k-mbf2axf886s86a,http://shopee.co.th/product/535875911/23450845762,Men Clothes,Socks,IVCN2026041626812,1.67799E+11,https://detail.1688.com/offer/832495657272.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23450845762,7.6,,1,
UPPER YOU 女士高级高筒澳洲棉质无缝袜 - SNF4001,3双白色,6,https://cf.shopee.vn/file/vn-11134207-7r98o-lob4n6uva2gn8d,http://shopee.vn/product/834756665/23486740152,Women Clothes,Socks & Stockings,IVCN202602281295,2.40037E+11,https://detail.1688.com/offer/746738606422.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23486740152,6,,1,Socks
批发套装，10双装高品质纯棉防滑运动袜，适用于足球或篮球运动,10双黑色,27.49,https://cf.shopee.com.br/file/br-11134207-7r98o-m2co9qzwc34mb3,http://shopee.com.br/product/1059936083/23493520968,Men Clothes,Socks,IVCN202602281295,1.69401E+11,https://detail.1688.com/offer/937531055444.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23493520968,27.49,,4,
批发套装，10双装高品质纯棉防滑运动袜，适用于足球或篮球运动,10对随机配对,19.9,https://cf.shopee.com.br/file/br-11134207-7r98o-m2cnyo36bpf5f7,http://shopee.com.br/product/1059936083/23493520968,Men Clothes,Socks,IVCN202604220113,1.69401E+11,https://detail.1688.com/offer/906643699871.html?spm=a26352.b28411319/2508.0.0.6c5b1e62DAYbX7,,4-21发布,23493520968,19.9,,4,
批发套装，10双装高品质纯棉防滑运动袜，适用于足球或篮球运动,5双黑色+5双白色,19.9,https://cf.shopee.com.br/file/br-11134207-7r98o-m2co8y1gsdeee3,http://shopee.com.br/product/1059936083/23493520968,Men Clothes,Socks,IVCN202604220113,1.69401E+11,https://detail.1688.com/offer/906643699871.html?spm=a26352.b28411319/2508.0.0.6c5b1e62DAYbX7,,4-22发布,23493520968,19.9,,4,
批发套装，10双装高品质纯棉防滑运动袜，适用于足球或篮球运动,5双黑色+5双蓝色,19.9,https://cf.shopee.com.br/file/br-11134207-7r98o-m2co8y1gxzo65c,http://shopee.com.br/product/1059936083/23493520968,Men Clothes,Socks,IVCN2026032515996,1.69401E+11,https://detail.1688.com/offer/906643699871.html?spm=a26352.b28411319/2508.0.0.6c5b1e62DAYbX7,,4-22发布,23493520968,19.9,,4,
Vitall Medical 1713 7/8 无趾套压力袜 20-30 mmHg,Bege，G,64,https://cf.shopee.com.br/file/br-11134207-7r98o-mdltxl6ypmexd7,http://shopee.com.br/product/1021156864/23494327192,Women Clothes,Socks & Stockings,IVCN202604220116,1.49548E+11,https://detail.1688.com/offer/722878244775.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i28&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-21发布,23494327192,64,高价品,2,Socks
Vitall Medical 7/8 无趾套压力袜 20-30 mmHg,贝格，M,35,https://cf.shopee.com.br/file/br-11134207-820lr-mm7lp1dj4t8nd1,http://shopee.com.br/product/1021156864/23494327192,Women Clothes,Socks & Stockings,IVCN2026041626814,1.49548E+11,https://detail.1688.com/offer/708063034214.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-22发布,23494327192,35,高价品,2,Socks
DeMillus Dantelle 7/8 丝袜，15 旦尼尔 – 带蕾丝和硅胶,15旦尼尔–带蕾丝和硅胶,1.52,https://cf.shopee.com.br/file/sg-11134201-8261i-mjpzvq8235dx9c,http://shopee.com.br/product/669391252/23494387819,Women Clothes,Socks & Stockings,IVCN202603207888,1.99179E+11,https://detail.1688.com/offer/740961800412.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23494387819,1.52,,1,Socks
一套最多 12 双黑色中筒袜，男女通用，适合健身房穿着的长款运动袜。,黑色套装，含12双,7.56,https://cf.shopee.com.br/file/sg-11134201-8226g-mhudo7agjsowff,http://shopee.com.br/product/1679379267/23494703229,Men Clothes,Socks,IVCN202604220118,1.89183E+11,https://detail.1688.com/offer/916606228577.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717738308163111411e112a&token=FC%2FSP0ut9es9AsGQzYspPfqwg%2FGb%2Fpf2vVOk2WfGtLh3GuGXAwsT5236TZCWG8gJ,,4-21发布,23494703229,7.56,,1,
3双装 Jcolor 3/4 压力袜，抗血栓，术后使用，高压力，男女通用,蓝色，40-46,11.1,https://cf.shopee.com.br/file/sg-11134201-8261c-mm9nzt726lflc9,http://shopee.com.br/product/1483619424/23494921968,Women Clothes,Socks & Stockings,IVCN202602281305,1.39656E+11,https://detail.1688.com/offer/985099164351.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=a5f62b83f8324344b87f290fff9f6ffe&sessionid=e6c9b55bbe414ed8b79dded0d12ea1ce,,4-22发布,23494921968,11.1,,1,Socks
6双装长款加厚绒毛羊毛袜，男女通用，适合温暖的秋冬季节，保暖舒适。,6双装-女童（长款）,7.74,https://cf.shopee.com.br/file/br-11134207-7r98o-luqcgwruw3v8d3,http://shopee.com.br/product/397747739/23497484873,Women Clothes,Socks & Stockings,IVCN202602281305,2.09162E+11,https://detail.1688.com/offer/536197067357.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23497484873,7.74,,2,Socks
6双装长款加厚绒毛羊毛袜，男女通用，适合温暖的秋冬季节，保暖舒适。,3 双 - 男童（长款）,3.87,https://cf.shopee.com.br/file/br-11134207-7r98o-luqcgwruw3v8d3,http://shopee.com.br/product/397747739/23497484873,Women Clothes,Socks & Stockings,IVCN2026041626816,2.09162E+11,https://detail.1688.com/offer/536197067357.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23497484873,3.87,,2,Socks
女士冬季保暖加厚抓绒紧身裤，超弹力，修身剪裁,棕色，均码,9.28,https://cf.shopee.com.br/file/br-11134207-7r98o-m9pyc7vy63w928,http://shopee.com.br/product/437061636/23497592625,Women Clothes,Socks & Stockings,IVCN202604220120,1.89607E+11,https://detail.1688.com/offer/726698753084.html?spm=a26352.b28411319.offerlist.6.6b9a1e62rvAxdS,,4-21发布,23497592625,9.28,,1,Pantyhose
18双棉质高筒袜套装,输出，18 对,15.71,https://cf.shopee.com.br/file/br-11134207-81z1k-mffnkt2jxo9386,http://shopee.com.br/product/733143414/23498649266,Men Clothes,Socks,IVCN202604220122,2.38787E+11,https://detail.1688.com/offer/999802316006.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-22发布,23498649266,15.71,,1,
（12双）超大号纯色短袜，脚码43-47 #835,835-WG,6.18,https://cf.shopee.co.th/file/sg-11134201-22120-gykycomxlmkv2c,http://shopee.co.th/product/727918815/23508893547,Men Clothes,Socks,IVCN2026031722802,2.03422E+11,https://detail.1688.com/offer/1022633459610.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-22发布,23508893547,6.18,,1,
SpeedX 简约男士防滑袜，均码 38-45，适用于足球、羽毛球、篮球、跑步等运动。,3双白色,4.86,https://cf.shopee.vn/file/vn-11134207-7ras8-m2vyfy3vovt29f,http://shopee.vn/product/916845593/23562350729,Men Clothes,Socks,IVCN2026041626818,2.05577E+11,https://detail.1688.com/offer/948501246873.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23562350729,4.86,,1,
DK 隐藏式边缘踝袜，硅胶后跟防滑，冰丝材质，穿着凉爽舒适。,KV-黑色，35-38,1.09,https://cf.shopee.co.th/file/sg-11134201-7rd6v-lvddqsxmrsdq5e,http://shopee.co.th/product/32586900/23563741322,Women Clothes,Socks & Stockings,IVCN2026041626818,98867028186,https://detail.1688.com/offer/891122733425.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23563741322,1.09,,2,Socks
DK 隐藏式边缘踝袜，硅胶后跟防滑，冰丝材质，穿着凉爽舒适。,KV-米色，35-38,1.02,https://cf.shopee.co.th/file/sg-11134201-7rd5q-lvddruijryca15,http://shopee.co.th/product/32586900/23563741322,Women Clothes,Socks & Stockings,IVCN202603207890,99507497033,https://detail.1688.com/offer/744145079985.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23563741322,1.02,,2,Socks
（5双装）优质短袜，覆盖脚踝，减少异味，均码 #BO905,905-B-5,4.25,https://cf.shopee.co.th/file/th-11134207-81ztc-mj854phm598gb8,http://shopee.co.th/product/727918815/23575883322,Men Clothes,Socks,IVCN202604220124,1.27661E+11,https://detail.1688.com/offer/809135707383.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b0fdc4f17738309478721823e10da&token=4Eg5Khe%2FQsozx%2BDZ4T05MT07Pb51G4sJCRSb6%2FOgoJC1K5IHyypU9OFxMrVroNt9&tracelog=cps&clickid=3d4c89225bd6258210062063e27e03cf&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B144206896AB5ED60D5742AF1DDAA5DB845496BD365B316D25B0FAC8A29C491432348394BC3CC3C62B9992F8828C4BE892DC48CC680FA5999A6961BFD4AA7CF57B9940C59592CA067AE3678B54269F927F8D93FABDE2FF4779A90B6C2FB939B1E02051AE99AD9B22BFFCBD2549D476B7F886BA8E5D844E7FD862B019F3A44763B93DBDC8C83D1D6626%26cbu_cps_trace_flag%3Dwrite,,4-21发布,23575883322,4.25,,1,
KIT12 防滑袜，适用于足球/篮球/曲棍球运动,白色，12双装,2.45,https://cf.shopee.com.br/file/br-11134207-7r98o-lvchugwf28mfac,http://shopee.com.br/product/1161888171/23592815603,Men Clothes,Socks,IVCN202604220124,2.294E+11,https://detail.1688.com/offer/789367101414.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,23592815603,2.45,,2,
KIT12 防滑袜，适用于足球/篮球/曲棍球运动,因此，KIT12 双,2.45,https://cf.shopee.com.br/file/sg-11134201-7rcc2-lr3gpi7c3nw1da,http://shopee.com.br/product/1161888171/23592815603,Men Clothes,Socks,IVCN202602281309,2.294E+11,https://detail.1688.com/offer/789367101414.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,23592815603,2.45,,2,
10双装女士防滑普拉提鞋套装（含袜子） - Selene,多色,28,https://cf.shopee.com.br/file/br-11134207-7r98o-mdncp8llvruh3a,http://shopee.com.br/product/964694516/23593110134,Women Clothes,Socks & Stockings,IVCN202602281311,2.19164E+11,https://detail.1688.com/offer/1004700420632.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i69&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23593110134,28,,1,Socks
3双装聚酰胺运动袜，适用于健身、骑行、跑步,3双白色,10.8,https://cf.shopee.com.br/file/br-11134207-81z1k-mf48cc5xd2pzdc,http://shopee.com.br/product/1254487550/23594253672,Women Clothes,Socks & Stockings,IVCN202602281311,1.49786E+11,https://detail.1688.com/offer/632473311576.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23594253672,10.8,,2,Socks
3双装聚酰胺运动袜，适用于健身、骑行、跑步,2双黑色和1双白色,2.7,https://cf.shopee.com.br/file/br-11134207-7r98o-mdfquop98wr55f,http://shopee.com.br/product/1254487550/23594253672,Women Clothes,Socks & Stockings,IVCN2026041626821,1.89178E+11,https://detail.1688.com/offer/855066652692.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,23594253672,2.7,,2,Socks
12双装长款蓬松厚实男女通用保暖袜，适合温暖的秋冬季节穿着。,6双长款男款,16.68,https://cf.shopee.com.br/file/br-11134207-7r98o-luqickny6jdg5a,http://shopee.com.br/product/1232066422/23597485119,Women Clothes,Socks & Stockings,IVCN2026041626823,2.28767E+11,https://detail.1688.com/offer/730884960687.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23597485119,16.68,,1,Socks
Sandrini 男士柔软棉质中筒袜 10 双装 - 特价优惠,款式多样，尺码39-43,10.57,https://cf.shopee.com.br/file/br-11134207-7r98o-m7iekd3b3bkc11,http://shopee.com.br/product/1035548531/23597591590,Men Clothes,Socks,IVCN2026031722806,2.29405E+11,https://detail.1688.com/offer/709943596959.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212bc12a17479015723056347e1af8&token=5sDBC5A%2BMOmknymkvEos%2Frf2qADX5j1F0dRibQsfzF5cKbuXzHWt%2BdQ%2FeKZOAa3v,,4-21发布,23597591590,10.57,,1,
两双Selene男女通用防滑泳池袜，适用于水中健美操、普拉提和瑜伽,黑色，P-34和39,4.4,https://cf.shopee.com.br/file/sg-11134201-7rdy5-ly80ehl9pr5694,http://shopee.com.br/product/587072692/23597666881,Women Clothes,Socks & Stockings,IVCN202602281324,1.0972E+11,https://detail.1688.com/offer/909820561573.html?spm=a26352.b28411319/2508.0.0,,4-21发布,23597666881,4.4,,1,Socks
24双厚实黑色袜子，100%纯棉（可选3双装或24双装）特价促销,尺码36至45，共24双,12.48,https://cf.shopee.com.br/file/br-11134207-7r98o-mdnns3fu1x2xb4,http://shopee.com.br/product/1194156900/23598830045,Men Clothes,Socks,IVCN202604220127,1.6972E+11,https://detail.1688.com/offer/947874628246.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A212b9de517637057159592521e1815&token=4ikHlbxCsxr%2F6fyXmLnRWzH0WTZrmmfLtZgeJkcmsAa9P%2FEWVmHGiRo5%2BBhEUrrn&tracelog=cps&clickid=ae1d1874b0702180b15490a643fe01bf&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC11B7A0CA0609BE832182FD872EB95E6BF0B713E0564B9A2A9E0B5B81DF1AE6817EEF6D6099BA67CE089F770C23C101B7E6FB85F6231C2F3E2AA13474593BCAEA159AF0FA0B32248F581D1F0E880A787D143157C5FF0F2D1DCEA6A5F146726FAEF571D65044B0AA943E3B1D9BE23567FA95F455B14C3928F28CB7BC2A8CAE15339336CF380EEFA1DA584E333653EFA084%26cbu_cps_trace_flag%3Dwrite,,4-21发布,23598830045,12.48,,2,
3/6/12/18 和 24 双厚黑色袜子，100% 纯棉（可选 3 双装或 24 双装）促销,尺码 36 至 45，共 18 双,12.06,https://cf.shopee.com.br/file/br-11134207-7r98o-mdnns3fu1x2xb4,http://shopee.com.br/product/1194156900/23598830045,Men Clothes,Socks,IVCN202604220129,1.6972E+11,https://detail.1688.com/offer/947874628246.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A212b9de517637057159592521e1815&token=4ikHlbxCsxr%2F6fyXmLnRWzH0WTZrmmfLtZgeJkcmsAa9P%2FEWVmHGiRo5%2BBhEUrrn&tracelog=cps&clickid=ae1d1874b0702180b15490a643fe01bf&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC11B7A0CA0609BE832182FD872EB95E6BF0B713E0564B9A2A9E0B5B81DF1AE6817EEF6D6099BA67CE089F770C23C101B7E6FB85F6231C2F3E2AA13474593BCAEA159AF0FA0B32248F581D1F0E880A787D143157C5FF0F2D1DCEA6A5F146726FAEF571D65044B0AA943E3B1D9BE23567FA95F455B14C3928F28CB7BC2A8CAE15339336CF380EEFA1DA584E333653EFA084%26cbu_cps_trace_flag%3Dwrite,,4-22发布,23598830045,12.06,,2,
Varipress 3/4 无趾压缩袜,"Branco,GG",16,https://cf.shopee.com.br/file/br-11134207-820lh-mlc35p31kkxw00,http://shopee.com.br/product/1648678573/23598955712,Women Clothes,Socks & Stockings,IVCN202604220129,2.28801E+11,https://detail.1688.com/offer/721353366582.html?spm=a26352.b28411319/2508.0.0,高价品,4-22发布,23598955712,16,高价品,3,Socks
Varipress 3/4 无趾压缩袜,布兰科，M,16,https://cf.shopee.com.br/file/br-11134207-820lh-mlc35p31kkxw00,http://shopee.com.br/product/1648678573/23598955712,Women Clothes,Socks & Stockings,IVCN202604220129,2.28801E+11,https://detail.1688.com/offer/721353366582.html?spm=a26352.b28411319/2508.0.0,高价品,4-22发布,23598955712,16,高价品,3,Socks
Varipress 3/4 无趾压缩袜,布兰科，G,16,https://cf.shopee.com.br/file/br-11134207-820lh-mlc35p31kkxw00,http://shopee.com.br/product/1648678573/23598955712,Women Clothes,Socks & Stockings,IVCN2026041626825,2.28801E+11,https://detail.1688.com/offer/721353366582.html?spm=a26352.b28411319/2508.0.0,高价品,4-22发布,23598955712,16,高价品,3,Socks
低帮正装袜，柔软吸汗，穿着舒适，现货供应。,米色，3双装,6.3,https://cf.shopee.co.th/file/th-11134207-7qula-ljivopyb9h6xf7,http://shopee.co.th/product/122835958/23618770017,Women Clothes,Socks & Stockings,IVCN2026041626825,1.84278E+11,https://detail.1688.com/offer/706541463755.html?spm=a26352.b28411319.offerlist.1.61271e62RwddfQ,,4-21发布,23618770017,6.3,,2,Socks
低帮正装袜，柔软吸汗，穿着舒适，现货供应。,米色，5双装,10.5,https://cf.shopee.co.th/file/th-11134207-7qula-ljivopyb9h6xf7,http://shopee.co.th/product/122835958/23618770017,Women Clothes,Socks & Stockings,IVCN2026031722808,3.80256E+11,https://detail.1688.com/offer/706541463755.html?spm=a26352.b28411319.offerlist.1.61271e62RwddfQ,,4-21发布,23618770017,10.5,,2,Socks
[3双装] ecora | 凉感丝滑防滑隐形袜，全套防滑口袜,黑色*2+皮肤*1,4.05,https://cf.shopee.ph/file/ph-11134207-7r992-lrfra6lmp1z861,http://shopee.ph/product/405733574/23684852159,Women Clothes,Socks & Stockings,IVCN2026031722808,2.14694E+11,https://detail.1688.com/offer/674425695604.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23684852159,4.05,,2,Socks
【3双装】ecora | 凉感丝滑防滑隐形袜，全套防滑口袜,肤色*2+黑色,4.05,https://cf.shopee.ph/file/ph-11134207-7r98y-lrfra6lmqgjo65,http://shopee.ph/product/405733574/23684852159,Women Clothes,Socks & Stockings,IVCN2026032516000,2.14694E+11,https://detail.1688.com/offer/674425695604.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23684852159,4.05,,2,Socks
3双装男女通用压缩袜，适用于跑步、运动、骑行，可缓解膝盖、高位静脉曲张疼痛和足底疼痛。,黑色+黑色+黑色,5.25,https://cf.shopee.com.br/file/br-11134207-81ztc-mjn8tx09bapv40,http://shopee.com.br/product/1603112703/23698868137,Women Clothes,Socks & Stockings,IVCN2026031722810,1.79413E+11,https://detail.1688.com/offer/964673974621.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717739775476693059e0e5f&token=0BVocPh0%2BV7cK6k%2BR2HysU%2BW9xPRD9b81QR%2Bp5Q4gRafuxRKSVC2Rv%2B9t%2Fkl7F%2Bw,,4-21发布,23698868137,5.25,,1,Socks
【买十送二】GOMTAT 男士隐形袜 10 双装，硅胶后跟垫防滑 - UYE-7010-CB12,买10送2,13,https://cf.shopee.vn/file/vn-11134207-820l4-mj7ajhuvztom92,http://shopee.vn/product/500249789/23748431300,Men Clothes,Socks,IVCN2026031722812,1.84439E+11,https://detail.1688.com/offer/920958237458.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,23748431300,13,,1,
